,club_id,name,pretty_name,domestic_competition_id,total_market_value,squad_size,average_age,foreigners_number,foreigners_percentage,national_team_players,stadium_name,stadium_seats,net_transfer_record,coach_name,url
379,347,fc-metz,Fc Metz,FR1,79.47,31,25.4,18,58.1,7,Stade Saint-Symphorien,26700,+£17.10m,Frédéric Antonetti,https://www.transfermarkt.co.uk/fc-metz/startseite/verein/347
380,40,fc-girondins-bordeaux,Fc Girondins Bordeaux,FR1,80.37,31,25.2,18,58.1,11,Matmut Atlantique,42052,+£7.25m,David Guion,https://www.transfermarkt.co.uk/fc-girondins-bordeaux/startseite/verein/40
381,418,real-madrid,Real Madrid,ES1,680.85,26,27.5,18,69.2,15,Santiago Bernabéu,81044,+£42.30m,Carlo Ancelotti,https://www.transfermarkt.co.uk/real-madrid/startseite/verein/418
382,331,ca-osasuna,Ca Osasuna,ES1,87.84,24,28.1,4,16.7,1,El Sadar,23576,£-7.83m,Jagoba Arrasate,https://www.transfermarkt.co.uk/ca-osasuna/startseite/verein/331
383,621,athletic-bilbao,Athletic Bilbao,ES1,191.34,25,26.6,0,,2,San Mamés,53289,+-0,Marcelino,https://www.transfermarkt.co.uk/athletic-bilbao/startseite/verein/621
384,995,fc-nantes,Fc Nantes,FR1,90.45,25,26.1,11,44.0,7,Stade de la Beaujoire,37463,+£7.47m,Antoine Kombouaré,https://www.transfermarkt.co.uk/fc-nantes/startseite/verein/995
385,1421,stade-reims,Stade Reims,FR1,105.89,30,23.8,21,70.0,13,Stade Auguste-Delaune,21684,£-855Th.,Óscar García,https://www.transfermarkt.co.uk/stade-reims/startseite/verein/1421
386,964,zenit-st-petersburg,Zenit St Petersburg,RU1,148.1,22,26.9,8,36.4,14,Gazprom Arena,68134,£-36.48m,Sergey Semak,https://www.transfermarkt.co.uk/zenit-st-petersburg/startseite/verein/964
387,273,fc-stade-rennes,Fc Stade Rennes,FR1,201.96,26,24.1,10,38.5,9,Roazhon Park,29778,£-30.47m,Bruno Génésio,https://www.transfermarkt.co.uk/fc-stade-rennes/startseite/verein/273
388,1082,losc-lille,Losc Lille,FR1,218.97,22,25.9,17,77.3,11,Stade Pierre-Mauroy,50186,+£49.91m,Jocelyn Gourvennec,https://www.transfermarkt.co.uk/losc-lille/startseite/verein/1082
389,417,ogc-nizza,Ogc Nizza,FR1,224.51,26,24.4,16,61.5,6,Allianz Riviera,36178,£-26.91m,Christophe Galtier,https://www.transfermarkt.co.uk/ogc-nizza/startseite/verein/417
390,826,rc-lens,Rc Lens,FR1,107.01,23,25.8,14,60.9,11,Stade Bollaert-Delelis,38223,£-2.34m,Franck Haise,https://www.transfermarkt.co.uk/rc-lens/startseite/verein/826
391,1304,heracles-almelo,Heracles Almelo,NL1,15.37,32,23.4,22,68.8,1,Erve Asito,12080,+£45Th.,René Kolmschot,https://www.transfermarkt.co.uk/heracles-almelo/startseite/verein/1304
392,969,montpellier-hsc,Montpellier Hsc,FR1,98.33,25,25.1,10,40.0,4,Stade de la Mosson,32939,+£22.32m,Olivier Dall'Oglio,https://www.transfermarkt.co.uk/montpellier-hsc/startseite/verein/969
393,162,as-monaco,As Monaco,FR1,315.77,29,24.5,29,100.0,8,Stade Louis-II,18523,£-9.68m,Philippe Clement,https://www.transfermarkt.co.uk/as-monaco/startseite/verein/162
394,1041,olympique-lyon,Olympique Lyon,FR1,309.65,28,24.6,15,53.6,9,Groupama Stadium,59186,+£65.41m,Peter Bosz,https://www.transfermarkt.co.uk/olympique-lyon/startseite/verein/1041
395,2687,fc-cadiz,Fc Cadiz,ES1,55.04,28,28.4,10,35.7,6,Nuevo Mirandilla,21094,£-5.49m,Sergio,https://www.transfermarkt.co.uk/fc-cadiz/startseite/verein/2687
396,618,as-saint-etienne,As Saint Etienne,FR1,93.78,29,25.2,15,51.7,8,Stade Geoffroy-Guichard,42000,£-540Th.,Pascal Dupraz,https://www.transfermarkt.co.uk/as-saint-etienne/startseite/verein/618
397,13,atletico-madrid,Atletico Madrid,ES1,594.45,22,28.5,19,86.4,20,Wanda Metropolitano,68456,£-47.66m,Diego Simeone,https://www.transfermarkt.co.uk/atletico-madrid/startseite/verein/13
398,244,olympique-marseille,Olympique Marseille,FR1,227.34,28,24.3,17,60.7,13,Orange Vélodrome,67394,£-35.66m,Jorge Sampaoli,https://www.transfermarkt.co.uk/olympique-marseille/startseite/verein/244
399,667,rc-strassburg-alsace,Rc Strassburg Alsace,FR1,91.8,24,26.2,9,37.5,5,Stade de la Meinau,29000,+£10.35m,Julien Stéphan,https://www.transfermarkt.co.uk/rc-strassburg-alsace/startseite/verein/667
